,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,production_company
7789,0.172227,14767252.73739476,40086576.743638255,Joy Division,Anton Corbijn|Kevin Cummins|Richard Boon|Ian Curtis|Peter Hook,Grant Gee,93,7.8,2007,Documentary,unknown
7790,0.142366,14767252.73739476,40086576.743638255,Steak,Eric Judor|Ramzy Bedia|Sebastien Tellier|Jonathan Lambert|SÃ©bastien AkchotÃ©,Quentin Dupieux,82,5.2,2007,Comedy,unknown
7791,0.090289,14767252.73739476,40086576.743638255,Validation,T. J. Thyne|Vicki Davis|Pam Cooke|Manolo Travieso Hurst|Danielle Kaplowitz,Kurt Kuenne,16,6.1,2007,Comedy,Theatre Junkies
7792,0.081875,14767252.73739476,40086576.743638255,I'm Reed Fish,Jay Baruchel|Alexis Bledel|Victor Rasuk|Shiri Appleby|Chris Parnell,Zackary Adler,93,6.0,2007,Comedy,unknown
7793,0.087123,2500000.0,40086576.743638255,The Gene Generation,Bai Ling|Alec Newman|Parry Shen|Faye Dunaway|Ethan Cohn,Pearry Reginald Teo,96,4.8,2007,Action,Ascension Pictures
7794,0.119325,14767252.73739476,40086576.743638255,It's a Free World...,Kierston Wareing|Juliet Ellis|Leslaw Zurek|Colin Caughlin|Joe Siffleet,Ken Loach,96,5.5,2007,Drama,BIM Distribuzione
7795,0.084154,14767252.73739476,40086576.743638255,Holiday in Handcuffs,Melissa Joan Hart|Mario LÃ³pez|Markie Post|June Lockhart|Timothy Bottoms,Ron Underwood,120,6.1,2007,TV Movie,unknown
7796,0.080811,14767252.73739476,40086576.743638255,How to Hook Up Your Home Theater,Bill Farmer|Corey Burton,Kevin Deters|Stevie Wermers,6,7.8,2007,Animation,Walt Disney Pictures
7797,0.080562,20000000.0,10337477.0,Code Name: The Cleaner,Cedric the Entertainer|Lucy Liu|Nicollette Sheridan|Mark Dacascos|Callum Keith Rennie,Les Mayfield,84,4.9,2007,Action,New Line Cinema
7798,0.07966,14767252.73739476,40086576.743638255,Zach Galifianakis: Live at the Purple Onion,Zach Galifianakis|Joe Wagner|Brian Unger,Michael Blieden,61,7.3,2007,Comedy,Red Envelope Entertainment
7799,0.149561,14767252.73739476,40086576.743638255,They Wait,Jaime King|Terry Chen|Cheng Pei-Pei|Henry O|Michael Biehn,Ernie Barbarash,89,5.0,2007,Horror,Brightlight Pictures Inc.
7800,0.077227,14767252.73739476,40086576.743638255,Michou d'Auber,GÃ©rard Depardieu|Nathalie Baye|Mathieu Amalric|Samy Seghir|Catherine Hiegel,Thomas Gilou,124,5.8,2007,Drama,TF1 Films Production
7801,0.071965,14767252.73739476,12000000.0,Heyy Babyy,Akshay Kumar|Fardeen Khan|Ritesh Deshmukh|Vidya Balan|Boman Irani,Sajid Khan,160,6.4,2007,Drama,Nadiadwala Grandsons
7802,0.070616,14767252.73739476,40086576.743638255,He Was a Quiet Man,Christian Slater|John Gulager|Elisha Cuthbert|Jamison Jones|Michael DeLuise,Frank A. Cappello,95,6.4,2007,Romance,Neo Art & Logic
7803,0.069719,14767252.73739476,40086576.743638255,On the Doll,Brittany Snow|Josh Janowicz|Clayne Crawford|Shanna Collins|James Russo,Thomas Mignone,102,7.4,2007,Crime,unknown
7804,0.068984,14767252.73739476,40086576.743638255,Brand Upon the Brain! A Remembrance in 12 Chapters,Isabella Rossellini|Erik Steffen Maahs|Sullivan Brown|Gretchen Krich|Maya Lawson,Guy Maddin,95,6.3,2007,Drama,The Film Company
7805,0.228927,14767252.73739476,1752038.0,Magicians,David Mitchell|Robert Webb|Paul Mark Elliott|Sarah Hadland|Karen Seacombe,Andrew O'Connor,90,5.8,2007,Drama,unknown
7806,0.164897,14767252.73739476,40086576.743638255,Le prix Ã  payer,Christian Clavier|GÃ©rard Lanvin|GÃ©raldine Pailhas|Patrick Chesnais|AnaÃ¯s Demoustier,Alexandra LeclÃ¨re,95,5.4,2007,Comedy,unknown
7807,0.063987,14767252.73739476,40086576.743638255,Steel Trap,Pascal Langdale|Georgia Mackenzie|Julia Ballard|Joanna Bobin|Annabelle Wallis,Luis CÃ¡mara,89,4.2,2007,Horror,Abnormal Pictures
7808,0.063177,441892.0,1030375.0,Partner,Salman Khan|Govinda|Lara Dutta|Katrina Kaif|Rajpal Yadav,David Dhawan,155,6.2,2007,Comedy,unknown
7809,0.060795,14767252.73739476,40086576.743638255,Fallen: The Destiny,Paul Wesley|Fernanda Andrade|Tom Skerritt|Rick Worthy,Mikael Salomon,80,7.0,2007,Adventure,unknown
7810,0.057897,10000000.0,40086576.743638255,Margot at the Wedding,Nicole Kidman|Jack Black|Jennifer Jason Leigh|John Turturro|CiarÃ¡n Hinds,Noah Baumbach,91,5.9,2007,Comedy,Scott Rudin Productions
7811,0.053597,14767252.73739476,40086576.743638255,Namastey London,Akshay Kumar|Katrina Kaif|Rishi Kapoor|Clive Standen|Upen Patel,Vipul Amrutlal Shah,128,6.6,2007,Drama,unknown
7812,0.314058,14767252.73739476,40086576.743638255,Buried Alive,Leah Rachel|Erin Reese|Germaine De Leon|Tobin Bell|Terence Jay,Robert Kurtzman,94,2.9,2007,Action,Odd Lot Entertainment
7813,0.065543,6000.0,6000.0,Loose Change: Final Cut,unknown,Dylan Avery,129,5.1,2007,Documentary,Louder Than Words
7814,0.040311,14767252.73739476,40086576.743638255,Transformers: Beginnings,Peter Cullen|Frank Welker|Mark Ryan|Patrick Hallahan|Brian Stepanek,unknown,22,5.8,2007,Animation,DreamWorks Home Entertainment
7815,0.032904,14767252.73739476,40086576.743638255,Ho Voglia Di Te,Riccardo Scamarcio|Laura Chiatti|Katy Louise Saunders|Susy Laude|Maria Chiara Augenti,Luis Prieto,106,4.2,2007,Romance,unknown
7816,0.027512,14767252.73739476,40086576.743638255,Rocket Science,Nicholas D'Agosto|Margo Martindale|Reece Thompson|Anna Kendrick|Jonah Hill,Jeffrey Blitz,101,6.3,2007,Comedy,HBO Films
7817,0.020514,14767252.73739476,40086576.743638255,Bring It On: In It To Win It,Ashley Benson|Cassie Scerbo|Noel Areizaga|Jennifer Tisdale|Kierstin Koppel,Steve Rash,90,5.6,2007,Comedy,Universal Pictures
7818,0.019669,14767252.73739476,40086576.743638255,Twitches Too,Tamera Mowry|Tia Mowry|Patrick Fabian|Leslie Seiler|Karen Holness,Stuart Gillard,83,4.9,2007,Drama,Walt Disney Studios Home Entertainment
7819,0.019101,2000000.0,1431623.0,No End in Sight,Campbell Scott|Gerald Burke|Ali Fadhil|Robert Hutchings,Charles Ferguson,102,6.7,2007,Documentary,unknown
7821,0.013017,1100000.0,40086576.743638255,Testosteron,Piotr Adamczyk|Magdalena Boczarska|Maria Gladkowska|Magdalena GÃ³rska|Tomasz Karolak,Tomasz Konecki|Andrzej Saramonowicz,116,6.0,2007,Comedy,Van Worden
7822,0.010471,200000.0,40086576.743638255,The Union: The Business Behind Getting High,George H. W. Bush|George W. Bush|Chris Bennett,Brett Harvey,104,6.8,2007,Comedy,unknown
7823,0.009512,14767252.73739476,40086576.743638255,Ce soir je dors chez toi,Jean-Paul Rouve|MÃ©lanie Doutey|Kad Merad|Rhiles Djarouane|HÃ©lÃ¨ne Patarot,Olivier Baroux,84,5.3,2007,Comedy,SPAD Films
7824,0.006681,14767252.73739476,312751.0,For the Bible Tells Me So,Imogene Robinson|Victor Robinson|Gene Robinson|Isabella 'Boo' McDaniel,Daniel G. Karslake ,98,6.1,2007,Documentary,unknown
7825,4.935897,11000000.0,104931801.0,Alien,Sigourney Weaver|Tom Skerritt|Veronica Cartwright|Harry Dean Stanton|John Hurt,Ridley Scott,117,7.6,1979,Horror,Twentieth Century-Fox Productions
7826,2.31952,31500000.0,83471511.0,Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,153,7.8,1979,Drama,Zoetrope Studios
7827,2.012021,400000.0,100000000.0,Mad Max,Mel Gibson|Joanne Samuel|Hugh Keays-Byrne|Steve Bisley|Tim Burns,George Miller,93,6.5,1979,Adventure,Kennedy Miller Productions
7828,1.823058,35000000.0,139000000.0,Star Trek: The Motion Picture,William Shatner|Leonard Nimoy|George Takei|James Doohan|Walter Koenig,Robert Wise,132,6.0,1979,Science Fiction,Paramount Pictures
7829,1.691143,34000000.0,210300000.0,Moonraker,Roger Moore|Lois Chiles|Michael Lonsdale|Corinne ClÃ©ry|Richard Kiel,Lewis Gilbert,126,5.7,1979,Action,Eon Productions
7830,1.465088,4000000.0,20045115.0,Life of Brian,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones,Terry Jones,94,7.5,1979,Comedy,HandMade Films
7831,1.39491,239000.0,40086576.743638255,Beneath the Valley of the Ultra-Vixens,Uschi Digard|Ann Marie|Stuart Lancaster|Michael Finn|Sharon Ceccatti,Russ Meyer,93,5.0,1979,Comedy,RM Films International
7832,1.119476,14767252.73739476,22490039.0,The Warriors,Michael Beck|James Remar|David Patrick Kelly|Dorsey Wright|David Harris,Walter Hill,93,7.0,1979,Action,Paramount Pictures
7833,1.049233,7000000.0,200182160.0,Rocky II,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,Sylvester Stallone,119,6.8,1979,Drama,United Artists
7834,0.973049,17500000.0,23438120.0,Caligola,Malcolm McDowell|Teresa Ann Savoy|Helen Mirren|Peter O'Toole|John Gielgud,Tinto Brass,156,5.3,1979,Drama,Penthouse Films International
7835,0.96139,14767252.73739476,39946780.0,Manhattan,Woody Allen|Diane Keaton|Michael Murphy|Mariel Hemingway|Meryl Streep,Woody Allen,96,7.7,1979,Comedy,Jack Rollins & Charles H. Joffe Productions
7836,0.794667,300000.0,11988469.0,Phantasm,Angus Scrimm|A. Michael Baldwin|Bill Thornbury|Reggie Bannister|Kathy Lester,Don Coscarelli,89,6.1,1979,Horror,New Breed Productions
7837,0.683837,11000000.0,40086576.743638255,Hair,John Savage|Treat Williams|Annie Golden|Beverly D'Angelo|Dorsey Wright,MiloÅ¡ Forman,121,7.0,1979,Drama,United Artists
7839,0.567776,8000000.0,43000000.0,Escape from Alcatraz,Clint Eastwood|Patrick McGoohan|Roberts Blossom|Jack Thibeau|Fred Ward,Don Siegel,111,7.1,1979,Crime,Paramount Pictures
7840,0.550722,14767252.73739476,37823676.0,All That Jazz,Roy Scheider|Jessica Lange|Leland Palmer|Ann Reinking|Ben Vereen,Bob Fosse,123,6.8,1979,Drama,Twentieth Century Fox Film Corporation
7841,0.517874,14767252.73739476,40086576.743638255,Nosferatu: Phantom der Nacht,Klaus Kinski|Isabelle Adjani|Bruno Ganz|Roland Topor|Walter Ladengast,Werner Herzog,107,7.3,1979,Drama,Gaumont
7843,0.498186,14767252.73739476,30177511.0,Being There,Peter Sellers|Shirley MacLaine|Melvyn Douglas|Jack Warden|Richard Dysart,Hal Ashby,130,7.6,1979,Comedy,United Artists
7844,0.474093,14767252.73739476,40086576.743638255,Meatballs,Bill Murray|Harvey Atkin|Kate Lynch|Russ Banham|Kristine DeBell,Ivan Reitman,92,5.6,1979,Comedy,Canadian Film Development Corporation (CFDC)
7845,0.473733,14767252.73739476,40086576.743638255,The Villain,Kirk Douglas|Ann-Margret|Arnold Schwarzenegger|Paul Lynde|Foster Brooks,Hal Needham,89,5.9,1979,Comedy,Rastar Pictures
7847,0.426947,14000000.0,13015688.0,The Concorde... Airport '79,Alain Delon|Susan Blakely|Robert Wagner|Sylvia Kristel|George Kennedy,David Lowell Rich,123,4.7,1979,Action,Universal Pictures
7848,0.416453,8000000.0,106260000.0,Kramer vs. Kramer,Dustin Hoffman|Meryl Streep|Jane Alexander|Justin Henry|Howard Duff,Robert Benton,105,7.3,1979,Drama,Columbia Pictures
7849,0.411419,14767252.73739476,51718367.0,The China Syndrome,Jane Fonda|Jack Lemmon|Michael Douglas|Scott Brady|James Hampton,James Bridges,122,6.0,1979,Thriller,Columbia Pictures
7850,0.516572,14767252.73739476,73961419.0,The Jerk,Steve Martin|Bernadette Peters|Catlin Adams|Mabel King|Richard Ward,Carl Reiner,94,7.0,1979,Comedy,Universal Pictures
7851,0.387797,35000000.0,31755742.0,1941,Dan Aykroyd|Ned Beatty|John Belushi|Lorraine Gary|Murray Hamilton,Steven Spielberg,113,5.4,1979,Action,Columbia Pictures
7852,0.360116,14767252.73739476,33300000.0,...And Justice for All,Al Pacino|Jack Warden|John Forsythe|Christine Lahti|Lee Strasberg,Norman Jewison,119,6.7,1979,Crime,Columbia Pictures Corporation
7853,0.315247,14767252.73739476,40086576.743638255,Time After Time,Malcolm McDowell|David Warner|Mary Steenburgen|Charles Cioffi|Kent Williams,Nicholas Meyer,112,6.4,1979,Adventure,Orion Pictures
7854,0.307429,2300000.0,20000000.0,Breaking Away,Dennis Quaid|Daniel Stern|Jackie Earle Haley|Dennis Christopher|Barbara Barrie,Peter Yates,100,7.2,1979,Drama,Twentieth Century Fox Film Corporation
7855,0.26707,14767252.73739476,40086576.743638255,Quadrophenia,Phil Daniels|Leslie Ash|Philip Davis|Mark Wingett|Timothy Spall,Franc Roddam,120,7.3,1979,Drama,Polytel
7856,0.26324,14767252.73739476,40086576.743638255,Tess,Nastassja Kinski|Peter Firth|Leigh Lawson|John Collin|Sylvia Coleridge,Roman Polanski,171,6.4,1979,Drama,Renn Productions
7857,0.262123,14767252.73739476,40086576.743638255,The Frisco Kid,Gene Wilder|Harrison Ford|Ramon Bieri|Val Bisoglio|George DiCenzo,Robert Aldrich,114,5.9,1979,Western,Warner Bros.
7858,0.255216,6000000.0,40086576.743638255,The First Great Train Robbery,Sean Connery|Donald Sutherland|Lesley-Anne Down|Alan Webb|Malcolm Terris,Michael Crichton,110,6.3,1979,Thriller,Starling Films
7859,0.24539,14767252.73739476,40086576.743638255,10,Dudley Moore|Julie Andrews|Bo Derek|Robert Webber|Sam J. Jones,Blake Edwards,122,5.3,1979,Comedy,Orion Pictures Corporation
7860,0.159632,2700000.0,37799643.0,The Black Stallion,Kelly Reno|Mickey Rooney|Teri Garr|Clarence Muse|Hoyt Axton,Carroll Ballard,118,6.8,1979,Adventure,United Artists
7861,0.151386,14767252.73739476,61801971.0,The Electric Horseman,Robert Redford|Jane Fonda|Valerie Perrine|Willie Nelson|John Saxon,Sydney Pollack,122,4.8,1979,Drama,Columbia Pictures
7862,0.147473,14767252.73739476,40086576.743638255,The Bugs Bunny/Road Runner Movie,Mel Blanc,Chuck Jones,98,6.0,1979,Comedy,Warner Bros. Animation
7863,0.195559,14767252.73739476,40086576.743638255,All Quiet on the Western Front,Richard Thomas|Ernest Borgnine|Donald Pleasence|Ian Holm|Patricia Neal,Delbert Mann,150,6.1,1979,Drama,Norman Rosemont Productions
7864,0.141546,14767252.73739476,40086576.743638255,The Apple Dumpling Gang Rides Again,Tim Conway|Don Knotts|Tim Matheson|Kenneth Mars|Elyssa Davalos,Vincent McEveety,88,6.7,1979,Comedy,Walt Disney Productions
7865,0.189906,14767252.73739476,40086576.743638255,Meteor,Sean Connery|Natalie Wood|Karl Malden|Brian Keith|Martin Landau,Ronald Neame,107,4.5,1979,Action,Palladium Productions
7866,0.178663,420000.0,40086576.743638255,Scum,Ray Winstone|Mick Ford|Julian Firth|John Blundell|Phil Daniels,Alan Clarke,98,7.1,1979,Crime,Berwick Street Productions
7867,0.167108,14767252.73739476,40086576.743638255,Hardcore,George C. Scott|Peter Boyle|Season Hubley|Dick Sargent|Leonard Gaines,Paul Schrader,109,6.1,1979,Crime,Columbia Pictures Corporation
7868,0.16432,14767252.73739476,40086576.743638255,Hanover Street,Harrison Ford|Lesley-Anne Down|Christopher Plummer|Alec McCowen|William Hootkins,Peter Hyams,109,5.5,1979,Drama,Columbia Pictures Corporation
7869,0.216684,14767252.73739476,43885000.0,Love at First Bite,George Hamilton|Susan Saint James|Richard Benjamin|Dick Shawn|Arte Johnson,Stan Dragoti,96,6.0,1979,Romance,Melvin Simon Productions
7870,0.16016,1355000.0,40086576.743638255,The Brood,Oliver Reed|Samantha Eggar|Art Hindle|Henry Beckman|Nuala Fitzgerald,David Cronenberg,92,6.1,1979,Horror,Canadian Film Development Corporation (CFDC)
7871,0.15896,800000.0,40086576.743638255,Stridulum,Glenn Ford|Lance Henriksen|John Huston|Joanne Nail|Sam Peckinpah,Giulio Paradisi,108,3.0,1979,Science Fiction,Film Ventures International (FVI)
7872,0.127707,14767252.73739476,40086576.743638255,Richard Pryor: Live in Concert,Richard Pryor|Jennifer Lee Pryor,Jeff Margolis,78,7.0,1979,Comedy,unknown
7874,0.11276,14767252.73739476,40086576.743638255,The Onion Field,John Savage|James Woods|Franklyn Seales|Ted Danson|Ronny Cox,Harold Becker,122,5.1,1979,Crime,Black Marble Productions
7875,0.110767,14767252.73739476,40086576.743638255,The Wanderers,Ken Wahl|John Friedrich|Karen Allen|Toni Kalem|Alan Rosenberg,Philip Kaufman,117,7.5,1979,Drama,Orion Pictures Corporation
7876,0.226122,14767252.73739476,40086576.743638255,Over the Edge,Matt Dillon|Vincent Spano|Andy Romano|Ellen Geer|Michael Eric Kramer,Jonathan Kaplan,95,7.1,1979,Crime,Orion Pictures
7877,0.077321,14767252.73739476,40086576.743638255,Tourist Trap,Chuck Connors|Jocelyn Jones|Jon Van Ness|Robin Sherwood|Tanya Roberts,David Schmoeller,90,6.9,1979,Horror,Charles Band Productions
7878,0.386843,300000.0,40086576.743638255,Rock 'n' Roll High School,P.J. Soles|Vince Van Patten|Clint Howard|Mary Woronov|Dey Young,Allan Arkush,93,6.2,1979,Comedy,New World Pictures
7879,0.058087,14767252.73739476,22228000.0,Norma Rae,Sally Field|Beau Bridges|Ron Leibman|Pat Hingle|Barbara Baxley,Martin Ritt,110,5.8,1979,Drama,Twentieth Century Fox Film Corporation
7880,0.032098,14767252.73739476,40086576.743638255,Dracula,Frank Langella|Laurence Olivier|Donald Pleasence|Kate Nelligan|Trevor Eve,John Badham,109,6.1,1979,Horror,Universal Pictures
7881,0.019263,14767252.73739476,40086576.743638255,The Champ,Jon Voight|Faye Dunaway|Ricky Schroder|Jack Warden|Arthur Hill,Franco Zeffirelli,121,7.1,1979,Drama,Metro-Goldwyn-Mayer (MGM)
7882,4.831966,6400000.0,78371200.0,The Terminator,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen,James Cameron,108,7.1,1984,Action,Orion Pictures
7883,2.556799,28000000.0,333000000.0,Indiana Jones and the Temple of Doom,Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,Steven Spielberg,118,6.9,1984,Adventure,Lucasfilm
7884,2.484654,30000000.0,295212467.0,Ghostbusters,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,107,7.2,1984,Fantasy,Columbia Pictures Corporation
7885,2.464803,11000000.0,153083102.0,Gremlins,Zach Galligan|Phoebe Cates|Hoyt Axton|Polly Holliday|Dick Miller,Joe Dante,106,6.8,1984,Fantasy,Amblin Entertainment
7886,2.183891,27000000.0,20158808.0,The Neverending Story,Barret Oliver|Gerald McRaney|Noah Hathaway|Drum Garrett|Darryl Cooksey,Wolfgang Petersen,102,6.8,1984,Drama,Producers Sales Organization
7887,2.108338,15000000.0,316360478.0,Beverly Hills Cop,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,Martin Brest,105,6.5,1984,Action,Paramount Pictures
7888,1.689163,30000000.0,40086576.743638255,Once Upon a Time in America,Robert De Niro|James Woods|Elizabeth McGovern|Tuesday Weld|Treat Williams,Sergio Leone,229,7.9,1984,Drama,Warner Bros.
7889,1.682283,18000000.0,51973029.0,Amadeus,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,MiloÅ¡ Forman,160,7.5,1984,Drama,Warner Bros.
7892,1.247659,18000000.0,31042035.0,Conan the Destroyer,Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain|Tracey Walter|Mako,Richard Fleischer,103,5.9,1984,Adventure,De Laurentiis Entertainment Group
7893,1.077574,28000000.0,40400657.0,2010,Roy Scheider|John Lithgow|Helen Mirren|Bob Balaban|Keir Dullea,Peter Hyams,116,6.4,1984,Thriller,Metro-Goldwyn-Mayer (MGM)
7894,1.020675,40000000.0,30925690.0,Dune,Kyle MacLachlan|Francesca Annis|Leonardo Cimino|Brad Dourif|JosÃ© Ferrer,David Lynch,137,6.5,1984,Action,Dino De Laurentiis Company
7895,0.991867,10000000.0,86572238.0,Romancing the Stone,Michael Douglas|Kathleen Turner|Danny DeVito|Alfonso ArÃ¡u|Manuel Ojeda,Robert Zemeckis,106,6.3,1984,Action,Twentieth Century Fox Film Corporation
7896,0.9739,4500000.0,81198894.0,Police Academy,Steve Guttenberg|Kim Cattrall|G. W. Bailey|Bubba Smith|Donovan Scott,Hugh Wilson,96,6.3,1984,Comedy,Warner Bros.
7898,0.82288,18000000.0,87000000.0,Star Trek III: The Search for Spock,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,Leonard Nimoy,105,6.1,1984,Science Fiction,Paramount Pictures
7899,0.822696,14767252.73739476,25100000.0,Moscow on the Hudson,Robin Williams|MarÃ­a Conchita Alonso|Cleavant Derricks|Alejandro Rey|Savely Kramarov,Paul Mazursky,115,6.0,1984,Comedy,Columbia Pictures
7901,0.747792,14767252.73739476,32.0,Friday the 13th: The Final Chapter,Kimberly Beck|Erich Anderson|Corey Feldman|Barbara Howard|Crispin Glover,Joseph Zito,91,5.7,1984,Horror,Paramount Pictures
7902,0.742001,1500000.0,2300000.0,Repo Man,Harry Dean Stanton|Emilio Estevez|Tracey Walter|Olivia Barash|Sy Richardson,Alex Cox,92,6.3,1984,Comedy,Edge City
7903,0.725581,14767252.73739476,40086576.743638255,Nineteen Eighty-Four,John Hurt|Richard Burton|Suzanna Hamilton|Cyril Cusack|Gregor Fisher,Michael Radford,113,6.5,1984,Drama,Umbrella-Rosenblum Film Production
7904,0.700606,35000000.0,40086576.743638255,Supergirl,Faye Dunaway|Helen Slater|Peter O'Toole|Hart Bochner|Mia Farrow,Jeannot Szwarc,124,4.0,1984,Adventure,St. Michael Finance Limited
7905,0.647261,14767252.73739476,40086576.743638255,The Adventures of AndrÃ© and Wally B.,unknown,Alvy Ray Smith,2,5.3,1984,Animation,Lucasfilm
7906,0.637446,22000000.0,28744356.0,Starman,Jeff Bridges|Karen Allen|Charles Martin Smith|Richard Jaeckel|Robert Phalen,John Carpenter,115,6.3,1984,Action,Columbia Pictures
7907,0.633247,6000000.0,38435947.0,Bachelor Party,Tom Hanks|Tawny Kitaen|Adrian Zmed|George Grizzard|Tracy Smith,Neal Israel,105,5.9,1984,Comedy,Bachelor Party Productions
7908,0.627167,14767252.73739476,4736202.0,This Is Spinal Tap,Christopher Guest|Michael McKean|Harry Shearer|R.J. Parnell|David Kaff,Rob Reiner,82,7.5,1984,Comedy,Spinal Tap Prod.
7909,0.616491,14767252.73739476,48143579.0,Tightrope,Clint Eastwood|GeneviÃ¨ve Bujold|Dan Hedaya|Alison Eastwood|Jenny Beck,Richard Tuggle,115,6.0,1984,Mystery,Malpaso Productions
7910,0.60906,14767252.73739476,40086576.743638255,Cheech & Chong's The Corsican Brothers,Cheech Marin|Tommy Chong|Roy Dotrice|Shelby Chong|Edie McClurg,Tommy Chong,82,4.4,1984,Comedy,MGM Home Entertainment
7911,0.606839,6500000.0,23686027.0,Sixteen Candles,Molly Ringwald|Justin Henry|Michael Schoeffling|Haviland Morris|Gedde Watanabe,John Hughes,93,6.7,1984,Comedy,Universal Pictures
7912,0.603541,14400000.0,34700291.0,The Killing Fields,Sam Waterston|Haing S. Ngor|Craig T. Nelson|John Malkovich|Athol Fugard,Roland JoffÃ©,141,7.2,1984,War,Goldcrest Films International
7913,0.590922,3000000.0,14418922.0,Night of the Comet,Catherine Mary Stewart|Robert Beltran|Kelli Maroney|Sharon Farrell|Mary Woronov,Thom Eberhardt,95,5.7,1984,Action,Thomas Coleman and Michael Rosenblatt Productions
7914,0.5779,25300000.0,40086576.743638255,The Woman in Red,Gene Wilder|Charles Grodin|Joseph Bologna|Judith Ivey|Michael Huddleston,Gene Wilder,87,6.0,1984,Comedy,Orion Pictures
7915,0.561034,14767252.73739476,40086576.743638255,The Ewok Adventure,Aubree Miller|Burl Ives|Daniel Frishman|Guy Boyd|Warwick Davis,John Korty,96,5.8,1984,Adventure,Lucasfilm
7916,0.550313,15000000.0,28733290.0,The Last Starfighter,Lance Guest|Dan O'Herlihy|Catherine Mary Stewart|Barbara Bosson|Norman Snow,Nick Castle,101,6.1,1984,Adventure,Universal Pictures
7918,0.539505,25000000.0,5778353.0,Sheena,Tanya Roberts|Ted Wass|Donovan Scott|Elizabeth of Toro|France Zobda,John Guillermin,117,4.8,1984,Adventure,Columbia Pictures Corporation
7919,0.538135,1500000.0,40086576.743638255,Blood Simple,John Getz|Frances McDormand|Dan Hedaya|M. Emmet Walsh|Samm-Art Williams,Joel Coen,97,7.0,1984,Crime,Circle Films
7920,0.524253,8000000.0,69821334.0,Splash,Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman,Ron Howard,111,6.1,1984,Comedy,Touchstone Pictures
7921,0.518436,1746964.0,2181987.0,"Paris, Texas",Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Hunter Carson|Aurore ClÃ©ment,Wim Wenders,147,7.4,1984,Drama,Channel Four Films
7922,0.517691,10000000.0,8801940.0,Body Double,Craig Wasson|Melanie Griffith|Gregg Henry|Deborah Shelton|Guy Boyd,Brian De Palma,114,6.1,1984,Mystery,Columbia Pictures Corporation
7923,0.511499,14767252.73739476,40086576.743638255,The Adventures of Buckaroo Banzai Across the 8th Dimension,Peter Weller|John Lithgow|Ellen Barkin|Jeff Goldblum|Christopher Lloyd,W.D. Richter,103,6.2,1984,Comedy,Sherwood Productions
7924,0.504848,25000000.0,38348988.0,City Heat,Clint Eastwood|Burt Reynolds|Jane Alexander|Madeline Kahn|Rip Torn,Richard Benjamin,93,5.2,1984,Action,Warner Bros.
7925,0.495575,14767252.73739476,12145169.0,Dreamscape,Dennis Quaid|Max von Sydow|Christopher Plummer|Eddie Albert|Kate Capshaw,Joseph Ruben,99,5.8,1984,Adventure,Weintraub Entertainment Group
7926,0.493364,8600000.0,40086576.743638255,The Bounty,Mel Gibson|Anthony Hopkins|Laurence Olivier|Edward Fox|Daniel Day-Lewis,Roger Donaldson,132,6.0,1984,Action,Dino De Laurentiis Company
7927,0.491888,58000000.0,25928721.0,The Cotton Club,Richard Gere|Diane Lane|Bob Hoskins|James Remar|Nicolas Cage,Francis Ford Coppola,127,6.1,1984,Music,Orion Pictures
7928,0.468552,14767252.73739476,40086576.743638255,Trancers,Tim Thomerson|Helen Hunt|Biff Manard|Michael Stefani|Art LaFleur,Charles Band,77,5.6,1984,Horror,Empire Pictures
7929,0.46568,8000000.0,40086576.743638255,The Muppets Take Manhattan,Jim Henson|Frank Oz|Dave Goelz|Steve Whitmire|Richard Hunt,Frank Oz,94,6.1,1984,Romance,TriStar Pictures
7930,0.44653,9000000.0,20458340.0,Top Secret!,Val Kilmer|Lucy Gutteridge|Peter Cushing|Jeremy Kemp|Christopher Villiers,Jim Abrahams|David Zucker|Jerry Zucker,90,6.8,1984,Comedy,Paramount Pictures
7931,0.378244,14767252.73739476,40086576.743638255,Against All Odds,Jeff Bridges|Rachel Ward|James Woods|Alex Karras|Jane Greer,Taylor Hackford,128,5.4,1984,Action,Columbia Pictures
7932,0.375305,14767252.73739476,40086576.743638255,Blame It on Rio,Michael Caine|Michelle Johnson|Joseph Bologna|Demi Moore|Valerie Harper,Stanley Donen,100,6.1,1984,Comedy,Sherwood
