,popularity,budget,profit_earned,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,country,production_company
7036,0.17996199999999898,0,0,0,Brassed Off,Pete Postlethwaite|Tara Fitzgerald|Ewan McGregor|Stephen Tompkinson|Jim Carter,Mark Herman,107,6.5,1996,Comedy,Great Britain,Miramax Films
7037,0.392776,3000000,-2777441,222559,Hard Eight,Philip Baker Hall|Gwyneth Paltrow|John C. Reilly|Samuel L. Jackson|F. William Parker,Paul Thomas Anderson,96,6.6,1996,Drama,United States,Green Parrot
7039,0.14447000000000002,25000000,-25000000,0,Space Truckers,Dennis Hopper|Stephen Dorff|Debi Mazar|George Wendt|Charles Dance,Stuart Gordon,95,5.9,1996,Fantasy,"United States, Israel",Goldcrest Films International
7040,0.261042,0,0,0,In Love and War,Sandra Bullock|Chris O'Donnell|Mackenzie Astin|Margot Steinberg|Alan Bennett,Richard Attenborough,113,5.8,1996,War,United States,New Line Cinema
7042,0.254728,0,0,0,Eddie,Whoopi Goldberg|Frank Langella|Dennis Farina|Richard Jenkins|Lisa Ann Walter,Steve Rash,100,5.8,1996,Comedy,United States,Hollywood Pictures
7043,0.24396199999999998,3000000,-496171,2503829,Ridicule,Charles Berling|Jean Rochefort|Fanny Ardant|Judith GodrÃ¨che|Bernard Giraudeau,Patrice Leconte,102,6.6,1996,Comedy,France,EpithÃ¨te Films
7044,0.21821999999999997,0,0,0,Children of the Corn IV: The Gathering,Naomi Watts|Jamie RenÃ©e Smith|Karen Black|Mark Salling|Brent Jennings,Greg Spence,85,4.9,1996,Horror,United States,Dimension Films
7045,0.228483,0,0,0,Diabolique,Sharon Stone|Isabelle Adjani|Chazz Palminteri|Kathy Bates|Spalding Gray,Jeremiah S. Chechik,107,5.0,1996,Thriller,United States,Marvin Worth Productions
7046,0.22462800000000002,23000000,-23000000,0,Alaska,Thora Birch|Vincent Kartheiser|Dirk Benedict|Ben Cardinal|Kristin Lehman,Fraser Clarke Heston,109,5.2,1996,Adventure,United States,Columbia Pictures
7048,0.221598,15000000,-14923618,76382,Silent Trigger,Dolph Lundgren|Gina Bellman|Conrad Dunn|Christopher Heyerdahl,Russell Mulcahy,93,4.6,1996,Action,"Canada, Great Britain",Newmarket Capital Group
7049,0.22005100000000002,0,0,0,Dunston Checks In,Jason Alexander|Faye Dunaway|Eric Lloyd|Rupert Everett|Graham Sack,Ken Kwapis,88,5.5,1996,Comedy,United States,20th Century Fox
7050,0.219176,8000000,-8000000,0,The Pallbearer,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette|Carol Kane,Matt Reeves,97,4.4,1996,Comedy,United States,Miramax Films
7051,0.213414,2500000,-2500000,0,The Dentist,Corbin Bernsen|Linda Hoffman|Michael Stadvec|Ken Foree|Tony Noakes,Brian Yuzna,92,4.9,1996,Horror,United States,Trimark Pictures
7052,0.212402,0,0,0,Irma Vep,Maggie Cheung|Jean-Pierre LÃ©aud|Nathalie Richard|Antoine Basler|Nathalie Boutefeu,Olivier Assayas,99,6.8,1996,Comedy,France,Dacia Films
7053,0.21156599999999998,3000000,-2846845,153155,Citizen Ruth,Laura Dern|Swoosie Kurtz|Kurtwood Smith|Mary Kay Place|Kelly Preston,Alexander Payne,104,7.0,1996,Comedy,United States,Miramax Films
7054,0.20861100000000002,0,0,0,Leprechaun 4: In Space,Warwick Davis|Brent Jasmer|Jessica Collins|Rebecca Carlton|Gary Grossman,Brian Trenchard-Smith,95,4.1,1996,Horror,United States,Front Street Studios
7055,0.201035,0,0,0,Celtic Pride,Damon Wayans|Daniel Stern|Christopher McDonald|Gail O'Grady|Paul Guilfoyle,Tom DeCerchio,91,5.0,1996,Comedy,United States,Caravan Pictures
7056,0.14916600000000002,0,0,0,The Pillow Book,Vivian Wu|Yoshi Oida|Ken Ogata|Hideko Yoshida|Ewan McGregor,Peter Greenaway,126,6.6,1996,Drama,"France, Netherlands",Kasander & Wigman Productions
7057,0.239002,0,0,0,Crossworlds,Rutger Hauer|Josh Charles|Andrea Roth|Perry Anzilotti|Jack Black,Krishna Rao,90,4.8,1996,Fantasy,United States,Trimark
7059,0.150869,0,0,0,Loch Ness,Ted Danson|Joely Richardson|Ian Holm|Kirsty Graham|James Frain,John Henderson,101,5.3,1996,Adventure,"United States, Great Britain",PolyGram Filmed Entertainment
7060,0.141542,0,0,0,Ed,Matt LeBlanc|Jack Warden|Jayne Brook|Bill Cobbs|Jim Caviezel,Bill CouturiÃ©,94,3.8,1996,Comedy,United States,Universal Pictures
7061,0.09401699999999999,25000000,-14930000,10070000,Mrs. Winterbourne,Shirley MacLaine|Ricki Lake|Brendan Fraser|Jane Krakowski|Loren Dean,Richard Benjamin,105,5.2,1996,Comedy,United States,TriStar Pictures
7062,0.077304,32000000,-32000000,0,Bogus,Whoopi Goldberg|GÃ©rard Depardieu|Haley Joel Osment|Ute Lemper|Andrea Martin,Norman Jewison,110,5.3,1996,Comedy,United States,Regency Enterprises
7063,0.071142,0,2666118,2666118,When We Were Kings,Muhammad Ali|George Foreman|Don King|James Brown|B.B. King,Leon Gast,89,7.0,1996,Documentary,United States,PolyGram Filmed Entertainment
7065,0.028143,0,0,0,A Thin Line Between Love and Hate,Lynn Whitfield|Martin Lawrence|Regina King|Della Reese|Bobby Brown,Martin Lawrence,108,6.3,1996,Comedy,United States,New Line Cinema
7066,3.095625,9000000,30723096,39723096,Memento,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano|Mark Boone Junior|Russ Fega,Christopher Nolan,113,7.9,2000,Noir,United States,Summit Entertainment
7067,2.977558,123000000,222141403,345141403,How the Grinch Stole Christmas,Jim Carrey|Taylor Momsen|Jeffrey Tambor|Christine Baranski|Bill Irwin,Ron Howard,104,6.1,2000,Fantasy,United States,Imagine Entertainment
7068,2.197205,90000000,339632142,429632142,Cast Away,Tom Hanks|Helen Hunt|Chris Noth|Paul Sanchez|Lari White,Robert Zemeckis,143,7.3,2000,Drama,United States,DreamWorks SKG
7069,1.889388,48000000,42383208,90383208,Bedazzled,Elizabeth Hurley|Brendan Fraser|Frances O'Connor|Orlando Jones|Paul Adelstein,Harold Ramis,93,5.3,2000,Comedy,Great Britain,Twentieth Century Fox Film Corporation
7073,1.8152439999999999,19000000,259019771,278019771,Scary Movie,Carmen Electra|Dave Sheridan|Anna Faris|Jon Abrahams|Regina Hall,Keenen Ivory Wayans,88,5.9,2000,Comedy,United States,Gold/Miller Productions
7074,1.7684630000000001,100000000,69327687,169327687,The Emperor's New Groove,David Spade|John Goodman|Eartha Kitt|Patrick Warburton|Wendie Malick,Mark Dindal,78,6.9,2000,Animation,United States,Walt Disney Pictures
7075,1.767681,70000000,304111707,374111707,What Women Want,Helen Hunt|Mel Gibson|Marisa Tomei|Lauren Holly|Mark Feuerstein,Nancy Meyers,127,6.0,2000,Comedy,United States,Paramount Pictures
7076,1.60246,127500000,226748063,354248063,Dinosaur,D. B. Sweeney|Alfre Woodard|Ossie Davis|Max Casella|Hayden Panettiere,Ralph Zondag|Eric Leighton,82,6.1,2000,Animation,United States,Walt Disney Pictures
7077,1.5626520000000002,92000000,172105545,264105545,Charlie's Angels,Cameron Diaz|Lucy Liu|Drew Barrymore|Bill Murray|John Forsythe,McG,98,5.5,2000,Comedy,United States,Columbia Pictures
7079,1.525559,45000000,179834564,224834564,Chicken Run,Mel Gibson|Miranda Richardson|Timothy Spall|Imelda Staunton|Jane Horrocks,Peter Lord|Nick Park,84,6.3,2000,Animation,Great Britain,DreamWorks SKG
7080,1.513108,110000000,105294342,215294342,The Patriot,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs|TchÃ©ky Karyo,Roland Emmerich,165,6.7,2000,Action,United States,Centropolis Entertainment
7084,1.303223,23000000,30302314,53302314,Final Destination,Devon Sawa|Ali Larter|Kerr Smith|Tony Todd|Seann William Scott,James Wong,98,6.2,2000,Horror,United States,New Line Cinema
7085,1.2405190000000001,45000000,68916474,113916474,Coyote Ugly,Piper Perabo|Adam Garcia|John Goodman|Izabella Miko|Tyra Banks,David McNally,100,6.0,2000,Comedy,United States,Jerry Bruckheimer Films
7086,1.235745,25000000,66036760,91036760,Romeo Must Die,Jet Li|Aaliyah|Isaiah Washington|Russell Wong|DMX,Andrzej Bartkowiak,115,5.8,2000,Action,United States,Silver Pictures
7087,1.22950499999999,62000000,65666415,127666415,U-571,Matthew McConaughey|Bill Paxton|Harvey Keitel|Jon Bon Jovi|David Keith,Jonathan Mostow,116,6.1,2000,War,United States,Universal Pictures
7088,1.211626,5000000,105000000,110000000,Billy Elliot,Jamie Bell|Julie Walters|Jean Heywood|Jamie Draven|Gary Lewis,Stephen Daldry,110,7.1,2000,Comedy,Great Britain,BBC Films
7089,1.208034,52000000,204271286,256271286,Erin Brockovich,Julia Roberts|Albert Finney|Aaron Eckhart|Marg Helgenberger|Cherry Jones,Steven Soderbergh,131,6.9,2000,Biography,United States,Jersey Films
7090,1.207663,55000000,275444045,330444045,Meet the Parents,Ben Stiller|Robert De Niro|Teri Polo|Blythe Danner|Owen Wilson,Jay Roach,108,6.5,2000,Comedy,United States,DreamWorks SKG
7091,1.161107,26000000,45000000,71000000,"O Brother, Where Art Thou?",George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,Joel Coen,106,7.2,2000,Comedy,"United States, Great Britain, France",Universal Pictures
7092,1.1445940000000001,23000000,30187659,53187659,Pitch Black,Vin Diesel|Radha Mitchell|Cole Hauser|Rhiana Griffith|Lewis Fitz-Gerald,David Twohy,109,6.6,2000,Fantasy,"Australia, United States",Interscope Communications
7093,1.104427,26000000,2780255,28780255,Boiler Room,Giovanni Ribisi|Vin Diesel|Nia Long|Tom Everett Scott|Ben Affleck,Ben Younger,118,6.5,2000,Drama,United States,New Line Cinema
7094,1.085408,95000000,-18567273,76432727,The Road to El Dorado,Kenneth Branagh|Kevin Kline|Rosie Perez|Armand Assante|Edward James Olmos,Don Michael Paul|Bibo Bergeron,89,6.8,2000,Animation,United States,DreamWorks Animation
7095,1.0736379999999999,45000000,167000000,212000000,Miss Congeniality,Sandra Bullock|Benjamin Bratt|Michael Caine|Candice Bergen|William Shatner,Donald Petrie,111,6.1,2000,Comedy,United States,Village Roadshow Pictures
7096,1.0602120000000002,31000000,37106245,68106245,Frequency,Dennis Quaid|Jim Caviezel|Andre Braugher|Elizabeth Mitchell|Noah Emmerich,Gregory Hoblit,118,6.8,2000,Fantasy,United States,New Line Cinema
7097,1.0506870000000001,4500000,2890108,7390108,Requiem for a Dream,Ellen Burstyn|Jared Leto|Jennifer Connelly|Marlon Wayans|Christopher McDonald,Darren Aronofsky,102,7.7,2000,Drama,United States,Artisan Entertainment
7098,1.042311,40000000,15707411,55707411,Pay It Forward,Kevin Spacey|Helen Hunt|Haley Joel Osment|Jay Mohr|Jim Caviezel,Mimi Leder,122,6.8,2000,Comedy,United States,Bel Air Entertainment
7099,1.019914,0,0,0,Joseph: King of Dreams,Ben Affleck|Mark Hamill|Richard Herd|Maureen McGovern|Jodi Benson,Rob LaDuca|Robert C. Ramirez,74,6.4,2000,Animation,United States,DreamWorks Animation
7100,1.0066540000000002,95000000,95213455,190213455,Hollow Man,Elisabeth Shue|Kevin Bacon|Josh Brolin|Kim Dickens|Rhona Mitra,Paul Verhoeven,112,5.3,2000,Fantasy,United States,Columbia Pictures Corporation
7101,0.9817670000000001,7000000,27266564,34266564,American Psycho,Christian Bale|Willem Dafoe|Jared Leto|Josh Lucas|Samantha Mathis,Mary Harron,102,7.1,2000,Thriller,United States,Lions Gate Films
7102,0.97741,12800000,27231879,40031879,Dancer in the Dark,BjÃ¶rk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,Lars von Trier,140,7.4,2000,Drama,Denmark,Fine Line Features
7103,0.976664,16000000,103754278,119754278,Road Trip,Breckin Meyer|Seann William Scott|Amy Smart|Paulo Costanzo|DJ Qualls,Todd Phillips,93,5.7,2000,Comedy,United States,DreamWorks SKG
7104,0.972719,30000000,106706683,136706683,Remember the Titans,Denzel Washington|Will Patton|Ryan Hurst|Wood Harris|Hayden Panettiere,Boaz Yakin,113,7.3,2000,Drama,United States,Walt Disney Pictures
7105,0.923632,80000000,-40540573,39459427,The Legend of Bagger Vance,Matt Damon|Bruce McGill|Charlize Theron|Will Smith|Joel Gretsch,Robert Redford,126,6.2,2000,Drama,United States,DreamWorks SKG
7106,0.9182620000000001,48000000,159515725,207515725,Traffic,Michael Douglas|Benicio del Toro|Jacob Vargas|TomÃ¡s MiliÃ¡n|Russell G. Jones,Steven Soderbergh,148,6.6,2000,Comedy,"France, Italy",USA Films
7108,0.911808,60000000,64745083,124745083,The Family Man,Nicolas Cage|TÃ©a Leoni|Don Cheadle|Saul Rubinek|Amber Valletta,Brett Ratner,125,6.4,2000,Comedy,United States,Universal Pictures
7109,0.8990739999999989,0,0,0,The Land Before Time VII: The Stone of Cold Fire,Kenneth Mars|Miriam Flynn|Jeff Bennett|Jim Cummings|Aria Curzon,Charles Grosvenor,75,6.1,2000,Animation,United States,Universal Cartoon Studios
7110,0.886238,82000000,14085477,96085477,The 6th Day,Arnold Schwarzenegger|Michael Rapaport|Tony Goldwyn|Michael Rooker|Sarah Wynter,Roger Spottiswoode,123,5.5,2000,Fantasy,United States,Columbia Pictures
7111,0.848261,15000000,20007180,35007180,The Skulls,Joshua Jackson|Paul Walker|Hill Harper|Leslie Bibb|Christopher McDonald,Rob Cohen,106,5.9,2000,Thriller,United States,Universal Pictures
7112,0.7835300000000001,51000000,98270999,149270999,"Me, Myself & Irene",Jim Carrey|RenÃ©e Zellweger|Anthony Anderson|Robert Forster|Richard Jenkins,Peter Farrelly|Bobby Farrelly,116,5.9,2000,Comedy,United States,Twentieth Century Fox Film Corporation
7113,0.770457,55000000,1932305,56932305,Shanghai Noon,Jackie Chan|Owen Wilson|Lucy Liu|Xander Berkeley|Roger Yuan,Tom Dey,110,6.1,2000,Comedy,United States,Spyglass Entertainment
7114,0.768576,75000000,173118121,248118121,Unbreakable,Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|John Patrick Amedori,M. Night Shyamalan,106,6.7,2000,Super-hero,United States,Limited Edition Productions Inc.
7115,0.743732,65000000,63884132,128884132,Space Cowboys,Clint Eastwood|Tommy Lee Jones|Donald Sutherland|James Garner|James Cromwell,Clint Eastwood,130,6.2,2000,Fantasy,United States,Village Roadshow Pictures
7116,0.74231,41300000,65071651,106371651,The Whole Nine Yards,Bruce Willis|Matthew Perry|Rosanna Arquette|Michael Clarke Duncan|Kevin Pollak,Jonathan Lynn,98,6.0,2000,Comedy,United States,Franchise Pictures
7117,0.7365619999999989,60000000,-12616311,47383689,Almost Famous,Kate Hudson|Billy Crudup|Frances McDormand|Jason Lee|Patrick Fugit,Cameron Crowe,122,7.3,2000,Comedy,United States,Columbia Pictures
7118,0.736173,28000000,62449929,90449929,Bring It On,Kirsten Dunst|Jesse Bradford|Huntley Ritter|Eliza Dushku|Gabrielle Union,Peyton Reed,98,5.7,2000,Comedy,United States,Beacon Communications
7119,0.733654,25000000,127500343,152500343,Chocolat,Juliette Binoche|Alfred Molina|Johnny Depp|Carrie-Anne Moss|Judi Dench,Lasse HallstrÃ¶m,121,6.6,2000,Comedy,"United States, Great Britain",Miramax Films
7122,0.697768,30000000,17126295,47126295,High Fidelity,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,Stephen Frears,113,7.0,2000,Comedy,United States,Buena Vista
7123,0.697146,80000000,-46536031,33463969,Red Planet,Val Kilmer|Carrie-Anne Moss|Benjamin Bratt|Tom Sizemore|Simon Baker,Antony Hoffman,106,5.3,2000,Fantasy,"Australia, United States",Village Roadshow Pictures
7124,0.689638,90000000,-29125385,60874615,Mission to Mars,Gary Sinise|Tim Robbins|Don Cheadle|Connie Nielsen|Jerry O'Connell,Brian De Palma,114,5.6,2000,Fantasy,United States,Spyglass Entertainment
7125,0.687905,33000000,71155843,104155843,The Cell,Jennifer Lopez|Vincent D'Onofrio|Vince Vaughn|Marianne Jean-Baptiste|Catherine Sutherland,Tarsem Singh,107,5.7,2000,Fantasy,United States,New Line Cinema
7126,0.664636,46000000,61196498,107196498,Shaft,Samuel L. Jackson|Jeffrey Wright|Christian Bale|Busta Rhymes|Dan Hedaya,John Singleton,99,5.3,2000,Crime,United States,Paramount Pictures
7132,0.6637460000000001,0,0,0,An Extremely Goofy Movie,Bill Farmer|Jason Marsden|Jim Cummings|Jeff Bennett|Brad Garrett,Douglas McCarthy,76,6.0,2000,Animation,"United States, Australia",Walt Disney Pictures
7133,0.66065,63600000,-44187007,19412993,Get Carter,Sylvester Stallone|Miranda Richardson|Rachael Leigh Cook|Mickey Rourke|Johnny Strong,Stephen T. Kay,102,5.3,2000,Noir,Great Britain,Franchise Pictures
7137,0.655771,0,0,0,The Replacements,Keanu Reeves|Gene Hackman|Brooke Langton|Orlando Jones|Faizon Love,Howard Deutch,118,5.8,2000,Comedy,United States,Warner Bros.
7138,0.650841,33000000,-33000000,0,The Watcher,James Spader|Keanu Reeves|Marisa Tomei|Ernie Hudson|Chris Ellis,Joe Charbanic,96,4.7,2000,Thriller,United States,Universal Pictures
7139,0.632783,83000000,-23531725,59468275,The Flintstones in Viva Rock Vegas,Mark Addy|Stephen Baldwin|Kristen Johnston|Jane Krakowski|Joan Collins,Brian Levant,90,4.4,2000,Comedy,United States,Universal Pictures
7140,0.627609,80000000,-45433254,34566746,Thirteen Days,Kevin Costner|Bruce Greenwood|Steven Culp|Dylan Baker|Shawn Driscoll,Roger Donaldson,145,6.6,2000,Drama,United States,New Line Cinema
7141,0.626782,40000000,104056873,144056873,The Beach,Leonardo DiCaprio|Guillaume Canet|Tilda Swinton|Virginie Ledoyen|Staffan Kihlbom,Danny Boyle,119,6.2,2000,Drama,"United States, Great Britain",20th Century Fox
7143,0.58332,120000000,205756637,325756637,The Perfect Storm,George Clooney|Mark Wahlberg|Diane Lane|John C. Reilly|William Fichtner,Wolfgang Petersen,130,5.9,2000,Action,"United States, Germany",Warner Bros.
7144,0.578555,0,0,0,Beethoven's 3rd,Judge Reinhold|Julia Sweeney|Joe Pichler|Michaela Gallo|Mike Ciccolini,David M. Evans,99,4.4,2000,Comedy,United States,Universal Pictures
7145,0.561897,85000000,-85000000,0,Little Nicky,Adam Sandler|Patricia Arquette|Harvey Keitel|Rhys Ifans|Tommy 'Tiny' Lister,Steven Brill,90,5.2,2000,Comedy,United States,New Line Cinema
7146,0.558581,0,0,0,The Yards,Mark Wahlberg|Joaquin Phoenix|Charlize Theron|James Caan|Ellen Burstyn,James Gray,115,5.8,2000,Drama,United States,Miramax Films
7147,0.54656,75000000,-38245366,36754634,Titan A.E.,Matt Damon|Bill Pullman|Drew Barrymore|John Leguizamo|Nathan Lane,Don Bluth|Gary Goldman,94,6.1,2000,Animation,United States,Twentieth Century Fox Film Corporation
7148,0.54651,43000000,-43000000,0,28 Days,Sandra Bullock|Viggo Mortensen|Dominic West|Elizabeth Perkins|Alan Tudyk,Betty Thomas,103,6.0,2000,Comedy,United States,Columbia Pictures
7149,0.542611,40000000,121834276,161834276,Scream 3,David Arquette|Neve Campbell|Courteney Cox|Patrick Dempsey|Scott Foley,Wes Craven,116,5.6,2000,Horror,United States,Konrad Pictures
7150,0.533792,0,0,0,Takedown,Skeet Ulrich|Angela Featherstone|Donal Logue|Christopher McDonald|Tom Berenger,Joe Chappelle,92,6.3,2000,Thriller,United States,Hacker Productions
7151,0.5307390000000001,75000000,140663859,215663859,Vertical Limit,Chris O'Donnell|Robin Tunney|Bill Paxton|Scott Glenn|Izabella Scorupco,Martin Campbell,124,6.0,2000,Action,United States,Columbia Pictures Corporation
7152,0.525341,42000000,-9831030,32168970,Reindeer Games,Ben Affleck|Gary Sinise|Charlize Theron|Dennis Farina|Donal Logue,John Frankenheimer,124,5.2,2000,Thriller,United States,Dimension Films
7153,0.498771,0,0,0,Small Time Crooks,Woody Allen|Carolyn Saxon|Tracey Ullman|Michael Rapaport|Tony Darrow,Woody Allen,94,6.2,2000,Comedy,United States,DreamWorks SKG
7154,0.48108900000000004,28000000,5000337,33000337,Dracula 2000,Gerard Butler|Christopher Plummer|Jonny Lee Miller|Justine Waddell|Jennifer Esposito,Patrick Lussier,99,4.7,2000,Horror,United States,Neo Art & Logic
7155,0.47571,16000000,-15890870,109130,The Weight of Water,Sean Penn|Catherine McCormack|Elizabeth Hurley|Sarah Polley|Josh Lucas,Kathryn Bigelow,113,5.1,2000,Drama,"United States, France",StudioCanal
7156,0.47518699999999997,0,0,0,Best in Show,Jay Brazeau|Parker Posey|Michael Hitchcock|Catherine O'Hara|Eugene Levy,Christopher Guest,90,6.7,2000,Comedy,United States,Castle Rock Entertainment
7157,0.472472,35000000,-35000000,0,Vatel,GÃ©rard Depardieu|Uma Thurman|Tim Roth|Timothy Spall|Julian Glover,Roland JoffÃ©,125,5.1,2000,Drama,"France, Great Britain",Canal Plus
7159,0.465293,32000000,16814909,48814909,Men of Honor,Robert De Niro|Cuba Gooding Jr.|Charlize Theron|Aunjanue Ellis|Hal Holbrook,"George Tillman, Jr.",129,7.0,2000,Drama,United States,Fox 2000 Pictures
7160,0.464139,100000000,55464351,155464351,What Lies Beneath,Harrison Ford|Michelle Pfeiffer|Diana Scarwid|James Remar|Miranda Otto,Robert Zemeckis,130,6.1,2000,Thriller,United States,DreamWorks SKG
7161,0.45877799999999996,60000000,11000000,71000000,Rules of Engagement,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce|Ben Kingsley|Bruce Greenwood,William Friedkin,128,5.8,2000,Drama,United States,Paramount Pictures
7162,0.44904099999999997,43000000,37049764,80049764,Finding Forrester,Sean Connery|Rob Brown|F. Murray Abraham|Anna Paquin|Busta Rhymes,Gus Van Sant,136,6.9,2000,Comedy,United States,Fountainbridge Films
7163,0.437029,10000000,-10000000,0,Tigerland,"Colin Farrell|Matthew Davis|Clifton Collins, Jr.|Tom Guiry|Shea Whigham",Joel Schumacher,101,6.4,2000,Comedy,United States,Regency Enterprises
7164,0.431828,20000000,-20000000,0,Chain of Fools,Salma Hayek|Jeff Goldblum|Elijah Wood|David Cross|Tom Wilkinson,Pontus LÃ¶wenhielm|Patrick von Krusenstjerna,96,6.1,2000,Comedy,United States,Bel Air Entertainment
7165,0.430191,5500000,-5500000,0,Digimon: The Movie,Lara Jill Miller|Joshua Seth|Bob Papenbrook|Doug Berholt,Mamoru Hosoda|Shigeyasu Yamauchi,82,6.0,2000,Animation,"United States, Japan",Saban Entertainment
7166,0.417224,5000000,-5000000,0,Ginger Snaps,Emily Perkins|Katharine Isabelle|Kris Lemche|Mimi Rogers|Jesse Moss,John Fawcett,108,6.4,2000,Horror,"United States, Canada",Copperheart Entertainment
7167,0.410235,85000000,98611771,183611771,102 Dalmatians,Glenn Close|Ioan Gruffudd|Alice Evans|Tim McInnerny|GÃ©rard Depardieu,Kevin Lima,100,5.0,2000,Comedy,United States,Walt Disney Pictures
7168,1.616724,84000000,39307945,123307945,Nutty Professor II: The Klumps,Eddie Murphy|Janet Jackson|Larry Miller|John Ales|Richard Gant,Peter Segal,106,4.8,2000,Comedy,United States,Imagine Entertainment
7170,0.6237060000000001,30000000,7036004,37036004,Keeping the Faith,Ben Stiller|Edward Norton|Jenna Elfman|Anne Bancroft|Eli Wallach,Edward Norton,127,5.7,2000,Comedy,United States,Spyglass Entertainment
7171,0.392556,0,0,0,Casper's Haunted Christmas,Brendon Ryan Barrett|Kathleen Barr|Ian James Corlett|Graeme Kingston|Terry Klassen,Owen Hurley,84,5.4,2000,Animation,Canada,The Harvey Entertainment Company
7172,0.38703899999999997,0,0,0,Lost Souls,Winona Ryder|Ben Chaplin|Sarah Wynter|Philip Baker Hall|John Hurt,Janusz Kaminski,97,4.2,2000,Horror,United States,New Line Cinema
7173,0.38535,90000000,-75171919,14828081,Supernova,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli,Walter Hill|Jack Sholder,91,4.7,2000,Fantasy,United States,United Artists
7176,0.381984,0,0,0,Cruel Intentions 2,Robin Dunne|Sarah Thompson|Amy Adams|Barry Flatman|Mimi Rogers,Roger Kumble,87,4.5,2000,Drama,United States,Original Film
7177,0.372923,35000000,1779296,36779296,Bounce,Ben Affleck|Gwyneth Paltrow|Joe Morton|Natasha Henstridge|Tony Goldwyn,Don Roos,106,5.2,2000,Comedy,United States,Miramax Films
7178,0.372471,9000000,-9000000,0,The Contender,Gary Oldman|Joan Allen|Jeff Bridges|Christian Slater|Sam Elliott,Rod Lurie,126,6.4,2000,Drama,"United States, Germany, Great Britain",Battleplan Productions
7179,0.361563,0,0,0,Loser,Jason Biggs|Mena Suvari|Greg Kinnear|Zak Orth|Thomas Sadoski,Amy Heckerling,98,5.2,2000,Comedy,United States,Columbia Pictures
7180,0.35893400000000003,0,0,0,Where the Heart Is,Natalie Portman|Ashley Judd|Stockard Channing|Joan Cusack|Sally Field,Matt Williams,120,6.6,2000,Comedy,United States,20th Century Fox
7182,0.357619,24000000,-24000000,0,Nurse Betty,RenÃ©e Zellweger|Morgan Freeman|Chris Rock|Greg Kinnear|Aaron Eckhart,Neil LaBute,108,5.5,2000,Comedy,United States,Gramercy Pictures
7183,0.35643600000000003,65000000,-65000000,0,Proof of Life,Meg Ryan|Russell Crowe|David Morse|Pamela Reed|David Caruso,Taylor Hackford,135,5.8,2000,Action,United States,Castle Rock Entertainment
7184,0.33960799999999997,40000000,-9800895,30199105,The Art of War,Wesley Snipes|Donald Sutherland|Maury Chaykin|Anne Archer|Michael Biehn,Christian Duguay,117,5.7,2000,Action,United States,Amen Ra Films
7185,0.350814,15000000,-5097885,9902115,Whatever It Takes,Jodi Lyn O'Keefe|Shane West|Marla Sokoloff|James Franco|Aaron Paul,David Raynr,94,5.0,2000,Action,United States,Columbia Pictures Corporation
7186,0.34954,35000000,-35000000,0,Wonder Boys,Michael Douglas|Tobey Maguire|Frances McDormand|Katie Holmes|Rip Torn,Curtis Hanson,111,6.4,2000,Comedy,"United States, Great Britain, Japan, Germany",Paramount Pictures
7187,0.349034,65000000,4700000,69700000,The Kid,Bruce Willis|Spencer Breslin|Emily Mortimer|Lily Tomlin|Chi McBride,Jon Turteltaub,104,5.9,2000,Comedy,United States,Walt Disney Pictures
7191,0.33226700000000003,25000000,-9156392,15843608,Highlander: Endgame,Christopher Lambert|Bruce Payne|Adrian Paul|Donnie Yen|Lisa Barbuscia,Douglas Aarniokoski,87,4.3,2000,Action,United States,Davis-Panzer Productions
7193,0.322484,0,0,0,100 Girls,Jonathan Tucker|Emmanuelle Chriqui|James DeBello|Katherine Heigl|Larisa Oleynik,Michael Davis,94,5.7,2000,Comedy,United States,Dream Entertainment
7194,0.322196,8000000,-8000000,0,Woman on Top,PenÃ©lope Cruz|Murilo Benicio|Mark Feuerstein|John de Lancie|Anne Ramsay,Fina Torres,92,5.3,2000,Comedy,United States,Fox Searchlight Pictures
7195,0.607671,5000000,-5000000,0,Sexy Beast,Ray Winstone|Ben Kingsley|Ian McShane|Amanda Redman|James Fox,Jonathan Glazer,89,6.8,2000,Thriller,Great Britain,Fox Searchlight Pictures
7196,0.513728,40000000,-40000000,0,Bless the Child,Kim Basinger|Angela Bettis|Holliston Coleman|Rufus Sewell|Christina Ricci,Chuck Russell,107,4.6,2000,Thriller,United States,Paramount Pictures
7197,0.310295,14000000,-8891180,5108820,Gossip,Joshua Jackson|James Marsden|Kate Hudson|Lena Headey|Norman Reedus,Davis Guggenheim,90,5.3,2000,Drama,United States,Warner Bros. Pictures
7198,0.309754,13500000,-6439124,7060876,Quills,Geoffrey Rush|Kate Winslet|Joaquin Phoenix|Michael Caine|Billie Whitelaw,Philip Kaufman,124,6.4,2000,Drama,United States,Fox Searchlight Pictures
